,Team,ScoreDescending,Overs,RPO,Inns,Result,Opposition,Ground,Start_Date,Year,Runs,Range
734,India,268/6,50.0,5.36,1,won,vSri Lanka,Dambulla,24 Jun 2010,2010,268,B'twn 200 & 300 runs
735,Zimbabwe,268,48.2,5.54,1,lost,vSouth Africa,Potchefstroom,17 Oct 2010,2010,268,B'twn 200 & 300 runs
736,Pakistan,268/9,50.0,5.36,1,won,vNew Zealand,Hamilton,3 Feb 2011,2011,268,B'twn 200 & 300 runs
737,India,268,49.1,5.45,1,won,vWest Indies,Chennai,20 Mar 2011,2011,268,B'twn 200 & 300 runs
738,England,268/9,50.0,5.36,1,won,vSri Lanka,Manchester,9 Jul 2011,2011,268,B'twn 200 & 300 runs
739,Ireland,268/5,50.0,5.36,1,tied,vNetherlands,Amstelveen,9 Jul 2013,2013,268,B'twn 200 & 300 runs
740,Netherlands,268/9,50.0,5.36,2,tied,vIreland,Amstelveen,9 Jul 2013,2013,268,B'twn 200 & 300 runs
741,South Africa,268/7,50.0,5.36,1,won,vPakistan,Sharjah,11 Nov 2013,2013,268,B'twn 200 & 300 runs
742,India,268,48.4,5.5,2,lost,vNew Zealand,Napier,19 Jan 2014,2014,268,B'twn 200 & 300 runs
743,South Africa,268,48.1,5.56,2,lost,vAustralia,Perth,14 Nov 2014,2014,268,B'twn 200 & 300 runs
744,Australia,268/7,49.0,5.46,2,won,vSouth Africa,Melbourne,21 Nov 2014,2014,268,B'twn 200 & 300 runs
745,Zimbabwe,268/7,50.0,5.36,1,lost,vPakistan,Lahore,29 May 2015,2015,268,B'twn 200 & 300 runs
746,Ireland,268/7,50.0,5.36,1,lost,vZimbabwe,Harare,11 Oct 2015,2015,268,B'twn 200 & 300 runs
747,Australia,268/9,50.0,5.36,1,won,vPakistan,Brisbane,13 Jan 2017,2017,268,B'twn 200 & 300 runs
748,India,267/4,50.0,5.34,1,n/r,vSri Lanka,Brisbane,5 Feb 2008,2008,267,B'twn 200 & 300 runs
749,Australia,267/6,50.0,5.34,1,won,vPakistan,Sydney,24 Jan 2010,2010,267,B'twn 200 & 300 runs
750,Pakistan,267,49.3,5.39,1,lost,vIndia,Dambulla,19 Jun 2010,2010,267,B'twn 200 & 300 runs
751,Australia,267/7,50.0,5.34,1,lost,vEngland,Southampton,22 Jun 2010,2010,267,B'twn 200 & 300 runs
752,India,267/6,50.0,5.34,1,won,vWest Indies,Chennai,11 Dec 2011,2011,267,B'twn 200 & 300 runs
753,Sri Lanka,267,49.2,5.41,1,won,vSouth Africa,Pallekele,9 Jul 2014,2014,267,B'twn 200 & 300 runs
754,South Africa,267/8,50.0,5.34,1,lost,vAustralia,Melbourne,21 Nov 2014,2014,267,B'twn 200 & 300 runs
755,Sri Lanka,267/4,49.4,5.37,2,won,vEngland,Colombo (RPS),7 Dec 2014,2014,267,B'twn 200 & 300 runs
756,India,267/8,50.0,5.34,1,lost,vAustralia,Melbourne,18 Jan 2015,2015,267,B'twn 200 & 300 runs
757,Bangladesh,267,50.0,5.34,1,won,vAfghanistan,Canberra,18 Feb 2015,2015,267,B'twn 200 & 300 runs
758,Pakistan,267,43.5,6.09,2,lost,vAustralia,Sydney,22 Jan 2017,2017,267,B'twn 200 & 300 runs
759,England,266/7,50.0,5.32,1,won,vIreland,Providence,30 Mar 2007,2007,266,B'twn 200 & 300 runs
760,South Africa,266/5,47.5,5.56,2,won,vWest Indies,Durban,1 Feb 2008,2008,266,B'twn 200 & 300 runs
761,New Zealand,266/5,50.0,5.32,1,won,vEngland,Lord's,28 Jun 2008,2008,266,B'twn 200 & 300 runs
762,Kenya,266/9,50.0,5.32,1,won,vZimbabwe,Harare,15 Oct 2009,2009,266,B'twn 200 & 300 runs
763,Sri Lanka,266/9,50.0,5.32,2,lost,vPakistan,Colombo (RPS),26 Feb 2011,2011,266,B'twn 200 & 300 runs
764,Sri Lanka,266/9,50.0,5.32,1,lost,vSouth Africa,Bloemfontein,17 Jan 2012,2012,266,B'twn 200 & 300 runs
765,Australia,266/7,50.0,5.32,1,won,vWest Indies,Perth,3 Feb 2013,2013,266,B'twn 200 & 300 runs
766,Pakistan,266/5,47.0,5.65,1,tied,vIreland,Dublin,23 May 2013,2013,266,B'twn 200 & 300 runs
767,South Africa,266/5,50.0,5.32,1,won,vPakistan,Abu Dhabi,8 Nov 2013,2013,266,B'twn 200 & 300 runs
768,India,266/5,46.1,5.76,2,won,vWest Indies,Kanpur,27 Nov 2013,2013,266,B'twn 200 & 300 runs
769,Kenya,266/6,35.4,7.45,2,won,vNetherlands,Lincoln,23 Jan 2014,2014,266,B'twn 200 & 300 runs
770,West Indies,266/9,48.3,5.48,2,won,vSouth Africa,Port Elizabeth,25 Jan 2015,2015,266,B'twn 200 & 300 runs
771,South Africa,266/9,47.2,5.61,2,won,vEngland,Johannesburg,12 Feb 2016,2016,266,B'twn 200 & 300 runs
772,West Indies,266/6,45.4,5.82,2,won,vAustralia,Basseterre,13 Jun 2016,2016,266,B'twn 200 & 300 runs
773,Scotland,266/7,50.0,5.32,1,won,vHong Kong,Edinburgh,10 Sep 2016,2016,266,B'twn 200 & 300 runs
774,Canada,265/7,50.0,5.3,2,lost,vBangladesh,St John's,28 Feb 2007,2007,265,B'twn 200 & 300 runs
775,Pakistan,265/9,50.0,5.3,1,won,vSouth Africa,Lahore,20 Oct 2007,2007,265,B'twn 200 & 300 runs
776,Sri Lanka,265,48.0,5.52,2,lost,vIndia,Colombo (RPS),5 Feb 2009,2009,265,B'twn 200 & 300 runs
777,Pakistan,265/7,50.0,5.3,1,won,vEngland,Lord's,20 Sep 2010,2010,265,B'twn 200 & 300 runs
778,South Africa,265/7,50.0,5.3,1,won,vIndia,Port Elizabeth,21 Jan 2011,2011,265,B'twn 200 & 300 runs
779,Sri Lanka,265/9,50.0,5.3,1,won,vNew Zealand,Mumbai,18 Mar 2011,2011,265,B'twn 200 & 300 runs
780,West Indies,265,49.2,5.37,2,lost,vIndia,Indore,8 Dec 2011,2011,265,B'twn 200 & 300 runs
781,Bangladesh,265,49.5,5.31,1,won,vNew Zealand,Dhaka,29 Oct 2013,2013,265,B'twn 200 & 300 runs
782,Netherlands,265/6,50.0,5.3,1,lost,vKenya,Lincoln,23 Jan 2014,2014,265,B'twn 200 & 300 runs
783,Sri Lanka,265/8,49.2,5.37,2,won,vIndia,Fatullah,28 Feb 2014,2014,265,B'twn 200 & 300 runs
784,England,265,50.0,5.3,1,lost,vSri Lanka,Colombo (RPS),7 Dec 2014,2014,265,B'twn 200 & 300 runs
785,New Zealand,265/7,42.4,6.21,2,won,vPakistan,Auckland,31 Jan 2016,2016,265,B'twn 200 & 300 runs
786,Australia,265/7,50.0,5.3,1,lost,vWest Indies,Basseterre,13 Jun 2016,2016,265,B'twn 200 & 300 runs
787,Ireland,265/5,50.0,5.3,1,won,vAfghanistan,Belfast,19 Jul 2016,2016,265,B'twn 200 & 300 runs
788,Bangladesh,265,50.0,5.3,1,won,vAfghanistan,Dhaka,25 Sep 2016,2016,265,B'twn 200 & 300 runs
789,Australia,265/3,45.0,5.88,2,won,vPakistan,Perth,19 Jan 2017,2017,265,B'twn 200 & 300 runs
790,Ireland,265/4,48.3,5.46,2,won,vAfghanistan,Greater Noida,19 Mar 2017,2017,265,B'twn 200 & 300 runs
791,West Indies,264/8,50.0,5.28,1,won,vEngland,Providence,22 Mar 2009,2009,264,B'twn 200 & 300 runs
792,Australia,264/7,50.0,5.28,2,lost,vSouth Africa,Cape Town,9 Apr 2009,2009,264,B'twn 200 & 300 runs
793,Pakistan,264/8,49.0,5.38,2,won,vNew Zealand,Napier,1 Feb 2011,2011,264,B'twn 200 & 300 runs
794,Kenya,264/6,50.0,5.28,2,lost,vAustralia,Bengaluru,13 Mar 2011,2011,264,B'twn 200 & 300 runs
795,West Indies,264,49.5,5.29,1,won,vNew Zealand,Basseterre,14 Jul 2012,2012,264,B'twn 200 & 300 runs
796,South Africa,264/9,50.0,5.28,2,won,vNew Zealand,Potchefstroom,25 Jan 2013,2013,264,B'twn 200 & 300 runs
797,India,264/9,50.0,5.28,1,lost,vSri Lanka,Fatullah,28 Feb 2014,2014,264,B'twn 200 & 300 runs
798,Afghanistan,264/8,49.4,5.31,2,won,vZimbabwe,Bulawayo,22 Jul 2014,2014,264,B'twn 200 & 300 runs
799,P.N.G.,264/7,49.2,5.35,2,won,vHong Kong,Townsville,9 Nov 2014,2014,264,B'twn 200 & 300 runs
800,South Africa,264/9,50.0,5.28,2,lost,vIndia,Chennai,22 Oct 2015,2015,264,B'twn 200 & 300 runs
801,Australia,264/8,50.0,5.28,1,won,vNew Zealand,Melbourne,9 Dec 2016,2016,264,B'twn 200 & 300 runs
802,Bangladesh,264,44.5,5.88,2,lost,vNew Zealand,Christchurch,26 Dec 2016,2016,264,B'twn 200 & 300 runs
803,Afghanistan,264/8,50.0,5.28,1,lost,vIreland,Greater Noida,19 Mar 2017,2017,264,B'twn 200 & 300 runs
804,India,263/3,41.0,6.41,2,won,vSri Lanka,Visakhapatnam,17 Feb 2007,2007,263,B'twn 200 & 300 runs
805,New Zealand,263/8,50.0,5.26,1,won,vIreland,Providence,9 Apr 2007,2007,263,B'twn 200 & 300 runs
806,West Indies,263/9,50.0,5.26,1,lost,vSouth Africa,Durban,1 Feb 2008,2008,263,B'twn 200 & 300 runs
807,Zimbabwe,263/7,50.0,5.26,1,won,vKenya,Harare,13 Oct 2009,2009,263,B'twn 200 & 300 runs
808,West Indies,263/5,50.0,5.26,1,lost,vIndia,Kanpur,27 Nov 2013,2013,263,B'twn 200 & 300 runs
809,India,263/7,50.0,5.26,1,won,vWest Indies,Delhi,11 Oct 2014,2014,263,B'twn 200 & 300 runs
810,England,263/5,46.2,5.67,2,won,vSouth Africa,Port Elizabeth,6 Feb 2016,2016,263,B'twn 200 & 300 runs
811,Pakistan,263/7,50.0,5.26,1,lost,vAustralia,Perth,19 Jan 2017,2017,263,B'twn 200 & 300 runs
812,Sri Lanka,262/6,50.0,5.24,1,won,vNew Zealand,Auckland,6 Jan 2007,2007,262,B'twn 200 & 300 runs
813,New Zealand,262/7,50.0,5.24,1,lost,vPakistan,Napier,1 Feb 2011,2011,262,B'twn 200 & 300 runs
814,Australia,262/6,50.0,5.24,1,won,vZimbabwe,Ahmedabad,21 Feb 2011,2011,262,B'twn 200 & 300 runs
815,Pakistan,262/7,50.0,5.24,1,won,vBangladesh,Dhaka,3 Dec 2011,2011,262,B'twn 200 & 300 runs
816,Pakistan,262/8,50.0,5.24,1,won,vBangladesh,Dhaka,11 Mar 2012,2012,262,B'twn 200 & 300 runs
817,Pakistan,262,45.0,5.82,1,won,vSouth Africa,Port Elizabeth,27 Nov 2013,2013,262,B'twn 200 & 300 runs
818,South Africa,262/8,50.0,5.24,1,lost,vWest Indies,Port Elizabeth,25 Jan 2015,2015,262,B'twn 200 & 300 runs
819,South Africa,262/7,50.0,5.24,1,lost,vEngland,Port Elizabeth,6 Feb 2016,2016,262,B'twn 200 & 300 runs
820,England,262,47.5,5.47,1,lost,vSouth Africa,Johannesburg,12 Feb 2016,2016,262,B'twn 200 & 300 runs
821,New Zealand,262,47.2,5.53,2,lost,vAustralia,Canberra,6 Dec 2016,2016,262,B'twn 200 & 300 runs
822,Ireland,262,46.5,5.59,2,lost,vAfghanistan,Greater Noida,15 Mar 2017,2017,262,B'twn 200 & 300 runs
823,Sri Lanka,261/3,44.5,5.82,2,won,vBangladesh,Dhaka,4 Jan 2010,2010,261,B'twn 200 & 300 runs
824,England,261/8,48.5,5.34,2,won,vBangladesh,Dhaka,2 Mar 2010,2010,261,B'twn 200 & 300 runs
825,Canada,261/9,50.0,5.22,2,lost,vNew Zealand,Mumbai,13 Mar 2011,2011,261,B'twn 200 & 300 runs
826,India,261/5,47.4,5.47,2,won,vAustralia,Ahmedabad,24 Mar 2011,2011,261,B'twn 200 & 300 runs
827,New Zealand,261/6,48.2,5.4,2,won,vZimbabwe,Harare,22 Oct 2011,2011,261,B'twn 200 & 300 runs
828,Afghanistan,261/5,48.4,5.36,2,won,vScotland,Sharjah,8 Mar 2013,2013,261,B'twn 200 & 300 runs
829,West Indies,261/7,49.0,5.32,1,lost,vPakistan,Gros Islet,21 Jul 2013,2013,261,B'twn 200 & 300 runs
830,South Africa,261/6,45.0,5.8,2,lost,vPakistan,Port Elizabeth,27 Nov 2013,2013,261,B'twn 200 & 300 runs
831,Scotland,261/7,49.3,5.27,2,won,vKenya,Christchurch,30 Jan 2014,2014,261,B'twn 200 & 300 runs
832,Sri Lanka,261/5,46.2,5.63,2,won,vPakistan,Dhaka,8 Mar 2014,2014,261,B'twn 200 & 300 runs
833,Zimbabwe,261/8,50.0,5.22,1,lost,vAfghanistan,Bulawayo,22 Jul 2014,2014,261,B'twn 200 & 300 runs
834,Hong Kong,261,49.3,5.27,1,lost,vP.N.G.,Townsville,9 Nov 2014,2014,261,B'twn 200 & 300 runs
835,England,260/8,50.0,5.2,2,lost,vNew Zealand,Perth,30 Jan 2007,2007,260,B'twn 200 & 300 runs
836,Bangladesh,260/9,50.0,5.2,1,won,vZimbabwe,Harare,4 Feb 2007,2007,260,B'twn 200 & 300 runs
837,Netherlands,260/7,46.0,5.65,1,won,vIreland,Nairobi (Gym),5 Feb 2007,2007,260,B'twn 200 & 300 runs
838,India,260/4,46.3,5.59,2,won,vPakistan,Gwalior,15 Nov 2007,2007,260,B'twn 200 & 300 runs
839,Canada,260/7,50.0,5.2,1,won,vBermuda,King City (NW),18 Aug 2008,2008,260,B'twn 200 & 300 runs
840,Kenya,260/3,45.0,5.77,2,won,vBermuda,Potchefstroom,6 Apr 2009,2009,260,B'twn 200 & 300 runs
841,Australia,260/5,50.0,5.2,1,won,vEngland,The Oval,4 Sep 2009,2009,260,B'twn 200 & 300 runs
842,Bangladesh,260/7,50.0,5.2,1,lost,vSri Lanka,Dhaka,4 Jan 2010,2010,260,B'twn 200 & 300 runs
843,Bangladesh,260/6,50.0,5.2,1,lost,vEngland,Dhaka,2 Mar 2010,2010,260,B'twn 200 & 300 runs
844,Pakistan,260,44.5,5.79,2,lost,vSouth Africa,Dubai (DSC),8 Nov 2010,2010,260,B'twn 200 & 300 runs
845,Australia,260/6,50.0,5.2,1,lost,vIndia,Ahmedabad,24 Mar 2011,2011,260,B'twn 200 & 300 runs
846,India,260/9,50.0,5.2,1,won,vPakistan,Mohali,30 Mar 2011,2011,260,B'twn 200 & 300 runs
847,West Indies,260/5,50.0,5.2,1,won,vIndia,Ahmedabad,5 Dec 2011,2011,260,B'twn 200 & 300 runs
848,England,260/7,50.0,5.2,1,won,vPakistan,Abu Dhabi,13 Feb 2012,2012,260,B'twn 200 & 300 runs
849,New Zealand,260,47.0,5.53,2,lost,vWest Indies,Kingston,7 Jul 2012,2012,260,B'twn 200 & 300 runs
850,New Zealand,260/9,50.0,5.2,1,lost,vSouth Africa,Potchefstroom,25 Jan 2013,2013,260,B'twn 200 & 300 runs
851,Pakistan,260/6,50.0,5.2,1,won,vZimbabwe,Harare,31 Aug 2013,2013,260,B'twn 200 & 300 runs
852,Kenya,260,50.0,5.2,1,lost,vScotland,Christchurch,30 Jan 2014,2014,260,B'twn 200 & 300 runs
853,Pakistan,260/5,50.0,5.2,1,lost,vSri Lanka,Dhaka,8 Mar 2014,2014,260,B'twn 200 & 300 runs
854,England,260,48.3,5.36,2,lost,vBangladesh,Adelaide,9 Mar 2015,2015,260,B'twn 200 & 300 runs
855,India,260/2,36.5,7.05,2,won,vIreland,Hamilton,10 Mar 2015,2015,260,B'twn 200 & 300 runs
856,Pakistan,260/6,50.0,5.2,1,lost,vEngland,Southampton,24 Aug 2016,2016,260,B'twn 200 & 300 runs
857,New Zealand,260/7,50.0,5.2,1,won,vIndia,Ranchi,26 Oct 2016,2016,260,B'twn 200 & 300 runs
858,Kenya,259/9,50.0,5.18,1,won,vScotland,Mombasa,21 Jan 2007,2007,259,B'twn 200 & 300 runs
859,Sri Lanka,259/7,47.0,5.51,1,lost,vIndia,Visakhapatnam,17 Feb 2007,2007,259,B'twn 200 & 300 runs
860,Bermuda,259/5,50.0,5.18,1,lost,vKenya,Potchefstroom,6 Apr 2009,2009,259,B'twn 200 & 300 runs
861,India,259/2,43.0,6.02,2,won,vNew Zealand,Jaipur,1 Dec 2010,2010,259,B'twn 200 & 300 runs
862,Zimbabwe,259/8,50.0,5.18,1,lost,vNew Zealand,Harare,22 Oct 2011,2011,259,B'twn 200 & 300 runs
863,Afghanistan,259/5,46.2,5.58,2,won,vNetherlands,Sharjah,31 Mar 2012,2012,259,B'twn 200 & 300 runs
864,New Zealand,259/7,48.5,5.3,2,won,vEngland,Hamilton,17 Feb 2013,2013,259,B'twn 200 & 300 runs
865,Scotland,259/9,50.0,5.18,1,lost,vAfghanistan,Sharjah,8 Mar 2013,2013,259,B'twn 200 & 300 runs
866,Bangladesh,259/8,50.0,5.18,1,lost,vSri Lanka,Hambantota,23 Mar 2013,2013,259,B'twn 200 & 300 runs
867,South Africa,259/8,50.0,5.18,1,won,vPakistan,Abu Dhabi,6 Nov 2013,2013,259,B'twn 200 & 300 runs
868,Australia,259,47.4,5.43,2,lost,vEngland,Perth,24 Jan 2014,2014,259,B'twn 200 & 300 runs
869,Afghanistan,259,49.1,5.26,1,won,vZimbabwe,Bulawayo,24 Jul 2014,2014,259,B'twn 200 & 300 runs
870,Ireland,259,49.0,5.28,1,lost,vIndia,Hamilton,10 Mar 2015,2015,259,B'twn 200 & 300 runs
871,Pakistan,259/4,45.2,5.71,2,won,vSri Lanka,Dambulla,11 Jul 2015,2015,259,B'twn 200 & 300 runs
872,Pakistan,259/6,50.0,5.18,1,won,vZimbabwe,Harare,1 Oct 2015,2015,259,B'twn 200 & 300 runs
873,Hong Kong,259,49.1,5.26,1,won,vScotland,Mong Kok,26 Jan 2016,2016,259,B'twn 200 & 300 runs
874,India,258/9,50.0,5.16,1,won,vAustralia,Brisbane,4 Mar 2008,2008,258,B'twn 200 & 300 runs
875,India,258,49.4,5.19,1,won,vSri Lanka,Colombo (RPS),27 Aug 2008,2008,258,B'twn 200 & 300 runs
876,Australia,258/1,41.5,6.16,2,won,vEngland,Centurion,2 Oct 2009,2009,258,B'twn 200 & 300 runs
877,Afghanistan,258/4,48.4,5.3,2,won,vCanada,The Hague,1 Jul 2010,2010,258,B'twn 200 & 300 runs
878,New Zealand,258/8,50.0,5.16,1,lost,vIndia,Jaipur,1 Dec 2010,2010,258,B'twn 200 & 300 runs
879,Bangladesh,258/7,50.0,5.16,2,lost,vWest Indies,Dhaka,13 Oct 2011,2011,258,B'twn 200 & 300 runs
880,India,258/5,47.3,5.43,2,won,vEngland,Mohali,23 Jan 2013,2013,258,B'twn 200 & 300 runs
881,England,258,49.3,5.21,1,lost,vNew Zealand,Hamilton,17 Feb 2013,2013,258,B'twn 200 & 300 runs
882,Netherlands,258/9,50.0,5.16,2,lost,vSouth Africa,Amstelveen,31 May 2013,2013,258,B'twn 200 & 300 runs
883,U.A.E.,258/9,50.0,5.16,1,won,vAfghanistan,ICCA Dubai,4 Dec 2014,2014,258,B'twn 200 & 300 runs
884,Sri Lanka,258,47.1,5.46,2,lost,vNew Zealand,Mount Maunganui,5 Jan 2016,2016,258,B'twn 200 & 300 runs
885,Afghanistan,258,50.0,5.16,2,lost,vBangladesh,Dhaka,25 Sep 2016,2016,258,B'twn 200 & 300 runs
886,Sri Lanka,257/8,50.0,5.14,1,won,vIndia,Rajkot,11 Feb 2007,2007,257,B'twn 200 & 300 runs
887,Sri Lanka,257/8,50.0,5.14,1,n/r,vWest Indies,Gros Islet,15 Apr 2008,2008,257,B'twn 200 & 300 runs
888,England,257,47.4,5.39,1,lost,vAustralia,Centurion,2 Oct 2009,2009,257,B'twn 200 & 300 runs
889,Canada,257/7,50.0,5.14,1,lost,vAfghanistan,The Hague,1 Jul 2010,2010,257,B'twn 200 & 300 runs
890,Pakistan,257/8,50.0,5.14,1,won,vSri Lanka,Dubai (DSC),18 Nov 2011,2011,257,B'twn 200 & 300 runs
891,Australia,257/9,50.0,5.14,2,lost,vEngland,Lord's,29 Jun 2012,2012,257,B'twn 200 & 300 runs
892,England,257/7,50.0,5.14,1,lost,vIndia,Mohali,23 Jan 2013,2013,257,B'twn 200 & 300 runs
893,West Indies,257,49.5,5.15,2,lost,vAustralia,Melbourne,10 Feb 2013,2013,257,B'twn 200 & 300 runs
894,Sri Lanka,257,44.3,5.77,2,lost,vSouth Africa,Hambantota,12 Jul 2014,2014,257,B'twn 200 & 300 runs
895,Zimbabwe,257/2,43.3,5.9,2,won,vAfghanistan,Bulawayo,20 Jul 2014,2014,257,B'twn 200 & 300 runs
896,South Africa,257,49.4,5.17,1,won,vZimbabwe,Bulawayo,19 Aug 2014,2014,257,B'twn 200 & 300 runs
897,Pakistan,257/3,40.5,6.29,2,won,vSri Lanka,Colombo (RPS),22 Jul 2015,2015,257,B'twn 200 & 300 runs
898,Zimbabwe,257,50.0,5.14,1,tied,vWest Indies,Bulawayo,19 Nov 2016,2016,257,B'twn 200 & 300 runs
899,West Indies,257/8,50.0,5.14,2,tied,vZimbabwe,Bulawayo,19 Nov 2016,2016,257,B'twn 200 & 300 runs
900,Australia,257,47.0,5.46,2,lost,vNew Zealand,Hamilton,5 Feb 2017,2017,257,B'twn 200 & 300 runs
901,New Zealand,256/8,50.0,5.12,2,lost,vEngland,Brisbane,6 Feb 2007,2007,256,B'twn 200 & 300 runs
902,South Africa,256/3,48.4,5.26,2,won,vWest Indies,Port Elizabeth,27 Jan 2008,2008,256,B'twn 200 & 300 runs
903,India,256/9,50.0,5.12,1,won,vSri Lanka,Colombo (RPS),31 Jan 2009,2009,256,B'twn 200 & 300 runs
904,Australia,256,45.5,5.58,2,lost,vSouth Africa,Port Elizabeth,13 Apr 2009,2009,256,B'twn 200 & 300 runs
905,South Africa,256,45.5,5.58,2,lost,vAustralia,Johannesburg,17 Apr 2009,2009,256,B'twn 200 & 300 runs
906,Ireland,256/7,50.0,5.12,1,won,vKenya,Dublin,12 Jul 2009,2009,256,B'twn 200 & 300 runs
907,England,256/8,50.0,5.12,2,lost,vAustralia,The Oval,4 Sep 2009,2009,256,B'twn 200 & 300 runs
908,Australia,256/8,50.0,5.12,1,won,vWest Indies,Melbourne,7 Feb 2010,2010,256,B'twn 200 & 300 runs
909,England,256/6,50.0,5.12,1,won,vPakistan,Southampton,22 Sep 2010,2010,256,B'twn 200 & 300 runs
910,Netherlands,256/9,50.0,5.12,1,lost,vAfghanistan,Sharjah,31 Mar 2012,2012,256,B'twn 200 & 300 runs
911,Sri Lanka,256/8,50.0,5.12,1,won,vEngland,Chester-le-Street,25 May 2014,2014,256,B'twn 200 & 300 runs
912,Afghanistan,256/7,50.0,5.12,1,lost,vZimbabwe,Bulawayo,20 Jul 2014,2014,256,B'twn 200 & 300 runs
913,South Africa,256,44.3,5.75,2,lost,vAustralia,Canberra,19 Nov 2014,2014,256,B'twn 200 & 300 runs
914,Bangladesh,256/8,50.0,5.12,1,won,vZimbabwe,Dhaka,28 Nov 2014,2014,256,B'twn 200 & 300 runs
915,Sri Lanka,256/9,50.0,5.12,1,lost,vPakistan,Colombo (RPS),22 Jul 2015,2015,256,B'twn 200 & 300 runs
916,Pakistan,256/8,48.0,5.33,2,lost,vZimbabwe,Harare,3 Oct 2015,2015,256,B'twn 200 & 300 runs
917,England,256/0,34.1,7.49,2,won,vSri Lanka,Birmingham,24 Jun 2016,2016,256,B'twn 200 & 300 runs
918,New Zealand,256,44.2,5.77,2,lost,vAustralia,Sydney,4 Dec 2016,2016,256,B'twn 200 & 300 runs
919,Pakistan,255/6,50.0,5.1,1,lost,vIndia,Gwalior,15 Nov 2007,2007,255,B'twn 200 & 300 runs
920,Australia,255/3,42.3,6.0,2,won,vNew Zealand,Adelaide,14 Dec 2007,2007,255,B'twn 200 & 300 runs
921,South Africa,255/9,50.0,5.1,1,won,vWest Indies,Cape Town,25 Jan 2008,2008,255,B'twn 200 & 300 runs
922,South Africa,255,49.4,5.13,2,lost,vEngland,Leeds,22 Aug 2008,2008,255,B'twn 200 & 300 runs
923,Australia,255,48.3,5.25,2,lost,vIndia,Nagpur,28 Oct 2009,2009,255,B'twn 200 & 300 runs
924,South Africa,255/9,49.4,5.13,2,won,vWest Indies,Port of Spain,3 Jun 2010,2010,255,B'twn 200 & 300 runs
925,West Indies,255/3,48.4,5.23,2,won,vIndia,Kingston,16 Jun 2011,2011,255,B'twn 200 & 300 runs
926,Scotland,255/7,50.0,5.1,1,won,vNetherlands,Aberdeen,28 Jun 2011,2011,255,B'twn 200 & 300 runs
927,India,255/4,42.2,6.02,2,won,vSri Lanka,Colombo (RPS),31 Jul 2012,2012,255,B'twn 200 & 300 runs
928,Australia,255/8,50.0,5.1,1,won,vPakistan,Sharjah,7 Oct 2014,2014,255,B'twn 200 & 300 runs
929,New Zealand,255/6,46.0,5.54,2,won,vPakistan,Sharjah,12 Dec 2014,2014,255,B'twn 200 & 300 runs
930,India,255/6,50.0,5.1,1,won,vZimbabwe,Harare,10 Jul 2015,2015,255,B'twn 200 & 300 runs
931,Sri Lanka,255/8,50.0,5.1,1,lost,vPakistan,Dambulla,11 Jul 2015,2015,255,B'twn 200 & 300 runs
932,England,255/6,47.3,5.36,2,won,vPakistan,Lord's,27 Aug 2016,2016,255,B'twn 200 & 300 runs
933,Scotland,254/8,50.0,5.08,1,won,vKenya,Nairobi (Gym),4 Feb 2007,2007,254,B'twn 200 & 300 runs
934,Ireland,254/8,46.0,5.52,2,lost,vNetherlands,Nairobi (Gym),5 Feb 2007,2007,254,B'twn 200 & 300 runs
935,Sri Lanka,254/6,50.0,5.08,1,won,vIndia,Port of Spain,23 Mar 2007,2007,254,B'twn 200 & 300 runs
936,New Zealand,254/7,50.0,5.08,1,lost,vAustralia,Adelaide,14 Dec 2007,2007,254,B'twn 200 & 300 runs
937,Canada,254,47.2,5.36,2,lost,vWest Indies,King City (NW),22 Aug 2008,2008,254,B'twn 200 & 300 runs
938,Australia,254/8,50.0,5.08,1,won,vBangladesh,Darwin,30 Aug 2008,2008,254,B'twn 200 & 300 runs
939,Pakistan,254/3,47.0,5.4,2,won,vAustralia,Abu Dhabi,3 May 2009,2009,254,B'twn 200 & 300 runs
940,Bangladesh,254,44.2,5.72,2,lost,vZimbabwe,Bulawayo,14 Aug 2009,2009,254,B'twn 200 & 300 runs
941,Zimbabwe,254/5,50.0,5.08,1,won,vWest Indies,Providence,4 Mar 2010,2010,254,B'twn 200 & 300 runs
942,Pakistan,254,44.1,5.75,2,lost,vNew Zealand,Auckland,5 Feb 2011,2011,254,B'twn 200 & 300 runs
943,South Africa,254/4,45.2,5.6,2,won,vNew Zealand,Wellington,25 Feb 2012,2012,254,B'twn 200 & 300 runs
944,Sri Lanka,254,45.1,5.62,2,lost,vIndia,Dhaka,13 Mar 2012,2012,254,B'twn 200 & 300 runs
945,Kenya,254/4,48.0,5.29,2,won,vCanada,ICCA Dubai,13 Mar 2013,2013,254,B'twn 200 & 300 runs
946,England,254/6,50.0,5.08,2,lost,vWest Indies,North Sound,28 Feb 2014,2014,254,B'twn 200 & 300 runs
947,Afghanistan,254/6,50.0,5.08,1,won,vBangladesh,Fatullah,1 Mar 2014,2014,254,B'twn 200 & 300 runs
948,Afghanistan,254/6,47.4,5.32,2,won,vZimbabwe,Sharjah,29 Dec 2015,2015,254,B'twn 200 & 300 runs
949,Afghanistan,254/8,49.4,5.11,2,won,vZimbabwe,Sharjah,6 Jan 2016,2016,254,B'twn 200 & 300 runs
950,Sri Lanka,254/7,50.0,5.08,1,lost,vEngland,Birmingham,24 Jun 2016,2016,254,B'twn 200 & 300 runs
